domain,problem,problem_size,compiled,planner,run,n_steps,time,bytes,n_eval,n_expand,n_landmarks,correct_goal
Blocksworld,prob29,14,true,LM_Local-HAdd,4,54,80.8888102,20510324232,68120,9429,24,true
Blocksworld,prob29,14,true,LM_Local_Smart-HAdd,1,50,80.4316184,15771497659,329213,39213,24,true
Blocksworld,prob29,14,true,LM_Local_Smart-HAdd,2,50,75.94128,15764033744,329213,39213,24,true
Blocksworld,prob29,14,true,LM_Local_Smart-HAdd,3,50,76.1024836,15764034528,329213,39213,24,true
Blocksworld,prob29,14,true,LM_Local_Smart-HAdd,4,50,82.2799833,18123708520,329213,39213,24,true
Blocksworld,prob30,14,false,GoalCount,1,-1,-1.0,110986614960,683848,223714,90,false
Blocksworld,prob30,14,false,HAdd,1,48,28.1949058,12735696856,73920,15363,90,true
Blocksworld,prob30,14,false,HAdd,2,48,29.6722441,12735696856,73920,15363,90,true
Blocksworld,prob30,14,false,HAdd,3,48,29.8966999,12735696856,73920,15363,90,true
Blocksworld,prob30,14,false,LM_Count,1,-1,-1.0,70688883104,479128,76025,90,false
Blocksworld,prob30,14,false,LM_Local-HAdd,1,-1,-1.0,78284119200,24085,3839,26,false
Blocksworld,prob30,14,false,LM_Local_Smart-HAdd,1,-1,-1.0,83401954920,21095,3292,26,false
Blocksworld,prob30,14,true,GoalCount,1,-1,-1.0,52158941029,5573006,1872350,90,false
Blocksworld,prob30,14,true,HAdd,1,48,15.9731387,1397741667,40801,8096,90,true
Blocksworld,prob30,14,true,HAdd,2,48,6.739858,1367461304,40801,8096,90,true
Blocksworld,prob30,14,true,HAdd,3,48,6.6311888,1367461304,40801,8096,90,true
Blocksworld,prob30,14,true,HAdd,4,48,6.9113113,1367461304,40801,8096,90,true
Blocksworld,prob30,14,true,LM_Count,1,-1,-1.0,25736351940,2100874,369096,90,false
Blocksworld,prob30,14,true,LM_Local-HAdd,1,48,138.3192347,22935769622,40801,135,26,true
Blocksworld,prob30,14,true,LM_Local-HAdd,2,48,88.0534061,20582043696,40801,913,26,true
Blocksworld,prob30,14,true,LM_Local-HAdd,3,48,85.8486122,19951316096,40801,135,26,true
Blocksworld,prob30,14,true,LM_Local-HAdd,4,48,82.3584097,19274234848,40801,135,26,true
Blocksworld,prob30,14,true,LM_Local_Smart-HAdd,1,-1,-1.0,43524172995,133385,0,26,false
Blocksworld,prob31,15,false,GoalCount,1,-1,-1.0,92758401216,530670,183928,93,false
Blocksworld,prob31,15,false,HAdd,1,52,86.5868793,34265718424,167503,41775,93,true
Blocksworld,prob31,15,false,HAdd,2,52,88.3270298,34265718424,167503,41775,93,true
Blocksworld,prob31,15,false,HAdd,3,52,87.4346785,34265718424,167503,41775,93,true
Blocksworld,prob31,15,false,LM_Count,1,-1,-1.0,60282080312,340739,74287,93,false
Blocksworld,prob31,15,false,LM_Local-HAdd,1,-1,-1.0,69620729304,21266,3995,28,false
Blocksworld,prob31,15,false,LM_Local_Smart-HAdd,1,-1,-1.0,72565415144,230609,52135,28,false
Blocksworld,prob31,15,true,GoalCount,1,-1,-1.0,43624105685,3950414,1464935,93,false
Blocksworld,prob31,15,true,HAdd,1,56,28.3933572,5237743403,138653,27514,93,true
Blocksworld,prob31,15,true,HAdd,2,56,26.8114614,5207455680,138653,27514,93,true
Blocksworld,prob31,15,true,HAdd,3,56,26.2655806,5207455680,138653,27514,93,true
Blocksworld,prob31,15,true,HAdd,4,56,27.3479603,5207455680,138653,27514,93,true
Blocksworld,prob31,15,true,LM_Count,1,-1,-1.0,28012575220,1918039,470665,93,false
Blocksworld,prob31,15,true,LM_Local-HAdd,1,-1,-1.0,31694574750,18335,2984,28,false
Blocksworld,prob31,15,true,LM_Local_Smart-HAdd,1,56,132.7236649,27394921395,138653,16170,28,true
Blocksworld,prob31,15,true,LM_Local_Smart-HAdd,2,56,134.7151804,28023656864,138653,15241,28,true
Blocksworld,prob31,15,true,LM_Local_Smart-HAdd,3,56,133.396362,28451858504,138653,12636,28,true
Blocksworld,prob31,15,true,LM_Local_Smart-HAdd,4,54,153.7975606,33300040144,259896,16621,28,true
Blocksworld,prob32,15,false,GoalCount,1,-1,-1.0,109850084976,588626,224937,96,false
Blocksworld,prob32,15,false,HAdd,1,60,2.8747379,1145819864,7131,1265,96,true
Blocksworld,prob32,15,false,HAdd,2,60,3.0514005,1145819864,7131,1265,96,true
Blocksworld,prob32,15,false,HAdd,3,60,3.0319694,1145819864,7131,1265,96,true
Blocksworld,prob32,15,false,LM_Count,1,-1,-1.0,67280623080,474671,57589,96,false
Blocksworld,prob32,15,false,LM_Local-HAdd,1,60,83.4469006,34663730816,7131,57,28,true
Blocksworld,prob32,15,false,LM_Local-HAdd,2,60,86.4251507,36456416272,7131,305,28,true
Blocksworld,prob32,15,false,LM_Local-HAdd,3,60,87.385753,36490345520,7131,57,28,true
Blocksworld,prob32,15,false,LM_Local_Smart-HAdd,1,56,165.5075717,70943065768,305751,60436,28,true
Blocksworld,prob32,15,false,LM_Local_Smart-HAdd,2,56,162.1396818,70943064984,305751,60436,28,true
Blocksworld,prob32,15,false,LM_Local_Smart-HAdd,3,56,163.8316559,70637892064,305751,60436,28,true
Blocksworld,prob32,15,true,GoalCount,1,-1,-1.0,52437206845,4583985,1760455,96,false
Blocksworld,prob32,15,true,HAdd,1,60,21.6208992,541067027,13730,2247,96,true
Blocksworld,prob32,15,true,HAdd,2,60,2.5260637,510786664,13730,2247,96,true
Blocksworld,prob32,15,true,HAdd,3,60,2.4742939,510786664,13730,2247,96,true
Blocksworld,prob32,15,true,HAdd,4,60,2.538695,510786664,13730,2247,96,true
Blocksworld,prob32,15,true,LM_Count,1,-1,-1.0,25630620292,1995931,333687,96,false
Blocksworld,prob32,15,true,LM_Local-HAdd,1,60,81.8344135,14296697150,13730,38,28,true
Blocksworld,prob32,15,true,LM_Local-HAdd,2,60,62.0089853,15163402064,13730,38,28,true
Blocksworld,prob32,15,true,LM_Local-HAdd,3,60,58.2546729,14115011048,13730,38,28,true
Blocksworld,prob32,15,true,LM_Local-HAdd,4,60,59.7020091,14222200136,13730,38,28,true
Blocksworld,prob32,15,true,LM_Local_Smart-HAdd,1,56,75.6816427,15936393795,341186,62801,28,true
Blocksworld,prob32,15,true,LM_Local_Smart-HAdd,2,56,71.8675034,15928929880,341186,62801,28,true
Blocksworld,prob32,15,true,LM_Local_Smart-HAdd,3,56,72.3327592,15928929880,341186,62801,28,true
Blocksworld,prob32,15,true,LM_Local_Smart-HAdd,4,58,25.4693425,5177612296,73156,2092,28,true
Blocksworld,prob33,16,false,GoalCount,1,-1,-1.0,113335238448,565989,221583,106,false
Blocksworld,prob33,16,false,HAdd,1,64,28.1340808,12720007624,59521,14720,106,true
Blocksworld,prob33,16,false,HAdd,2,64,29.8223683,12720007624,59521,14720,106,true
Blocksworld,prob33,16,false,HAdd,3,64,29.6345094,12720007624,59521,14720,106,true
Blocksworld,prob33,16,false,LM_Count,1,-1,-1.0,69989837376,397262,78047,106,false
Blocksworld,prob33,16,false,LM_Local-HAdd,1,-1,-1.0,79868938816,8546,1701,30,false
Blocksworld,prob33,16,false,LM_Local_Smart-HAdd,1,-1,-1.0,84257924352,302256,41,30,false
Blocksworld,prob33,16,true,GoalCount,1,-1,-1.0,56140986637,4327548,1611379,106,false
Blocksworld,prob33,16,true,HAdd,1,64,29.7555169,2677520499,59538,14728,106,true
Blocksworld,prob33,16,true,HAdd,2,64,13.3478922,2647217848,59538,14728,106,true
Blocksworld,prob33,16,true,HAdd,3,64,13.1123601,2647217848,59538,14728,106,true
Blocksworld,prob33,16,true,HAdd,4,64,13.6097298,2647217848,59538,14728,106,true
Blocksworld,prob33,16,true,LM_Count,1,-1,-1.0,27011725948,1966118,362147,106,false
Blocksworld,prob33,16,true,LM_Local-HAdd,1,64,181.7044097,38480534766,59538,17,30,true
Blocksworld,prob33,16,true,LM_Local-HAdd,2,64,147.9823277,35983439856,59538,17,30,true
Blocksworld,prob33,16,true,LM_Local-HAdd,3,64,158.0578312,38439501480,59538,17,30,true
Blocksworld,prob33,16,true,LM_Local-HAdd,4,64,147.4530731,35934690400,59538,17,30,true
Blocksworld,prob33,16,true,LM_Local_Smart-HAdd,1,-1,-1.0,44137255731,878708,202368,30,false
Blocksworld,prob34,16,false,GoalCount,1,-1,-1.0,112337840064,535026,222586,98,false
Blocksworld,prob34,16,false,HAdd,1,64,77.0143952,35658512344,157405,39087,98,true
Blocksworld,prob34,16,false,HAdd,2,64,82.2290034,35658512344,157405,39087,98,true
Blocksworld,prob34,16,false,HAdd,3,64,80.8617935,35658512344,157405,39087,98,true
Blocksworld,prob34,16,false,LM_Count,1,-1,-1.0,75607170312,358123,97569,98,false
Blocksworld,prob34,16,false,LM_Local-HAdd,1,-1,-1.0,82415059992,103610,20821,29,false
Blocksworld,prob34,16,false,LM_Local_Smart-HAdd,1,-1,-1.0,86033112536,4033,639,29,false
Blocksworld,prob34,16,true,GoalCount,1,-1,-1.0,53267736829,4032856,1717798,98,false
Blocksworld,prob34,16,true,HAdd,1,64,41.7617804,7531161003,157434,39101,98,true
